region,city,center_name,center_type,patient,organ,subtype,number,year
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - fegato,4,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - fegato,1,2011
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,1,2011
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - fegato,1,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - fegato,2,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - fegato,1,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - fegato,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Rene,Rene - fegato,1,2011
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - fegato,0,2011
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - fegato,0,2011
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - fegato,0,2011
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - fegato,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - fegato,0,2011
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - pancreas,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - pancreas,1,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - pancreas,2,2011
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,6,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - pancreas,0,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,7,2011
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - pancreas,0,2011
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - pancreas,1,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - pancreas,3,2011
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,11,2011
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,0,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - pancreas,3,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - pancreas,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - pancreas,0,2011
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - pancreas,0,2011
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,1,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - pancreas,2,2011
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - pancreas,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - pancreas,4,2011
Piemonte,Novara,NO - AOU MAGGIORE DELLA CARITA' - NOVARA,SOT only,adult only,Rene,Rene - cuore,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lombardia,Brescia,BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lombardia,Milano,MI - IRCCS S. RAFFAELE - MILANO,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Lombardia,Varese,VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,SOT only,adult only,Rene,Rene - cuore,0,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - cuore,0,2011
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - cuore,1,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - cuore,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Campania,Napoli,NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - cuore,0,2011
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2011
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - cuore,0,2011
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - cuore,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato,132,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato,81,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato,70,2011
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato,36,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato,43,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato,75,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato,21,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato,29,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato,11,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato,63,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato,30,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato,114,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato,36,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato,22,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato,21,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato,11,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,2,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,19,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato,19,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato,42,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato,24,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato,63,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato,26,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,1,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,1,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato - pancreas,1,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Rene - fegato,5,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Rene - fegato,2,2011
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,2,2011
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2011
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2011
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,4,2011
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,1,2011
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Rene - fegato,2,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Rene - fegato,1,2011
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2011
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Rene - fegato,0,2011
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2011
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2011
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2011
