Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno,Città_nome,Regione
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - pancreas,4,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - pancreas,3,2013,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - pancreas,0,2013,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - pancreas,2,2013,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - pancreas,7,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - pancreas,0,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - pancreas,0,2013,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - pancreas,0,2013,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - pancreas,9,2013,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - pancreas,0,2013,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - pancreas,0,2013,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - pancreas,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - pancreas,0,2013,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - pancreas,1,2013,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - pancreas,0,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - pancreas,0,2013,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - pancreas,2,2013,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - pancreas,0,2013,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene - pancreas,7,2013,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - pancreas,0,2013,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - pancreas,0,2013,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - pancreas,0,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - pancreas,2,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - pancreas,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - pancreas,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - pancreas,0,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - pancreas,0,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - pancreas,0,2013,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - pancreas,0,2013,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - pancreas,0,2013,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - pancreas,0,2013,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - pancreas,0,2013,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - pancreas,0,2013,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - pancreas,0,2013,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - pancreas,0,2013,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - pancreas,2,2013,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - pancreas,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - pancreas,4,2013,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - cuore,0,2013,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - cuore,0,2013,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - cuore,0,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - cuore,0,2013,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - cuore,0,2013,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - cuore,0,2013,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - cuore,0,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - cuore,0,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - cuore,0,2013,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - cuore,0,2013,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - cuore,0,2013,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - cuore,0,2013,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - cuore,0,2013,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - cuore,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - cuore,1,2013,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - cuore,0,2013,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - cuore,1,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - cuore,0,2013,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - cuore,0,2013,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - cuore,0,2013,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene - cuore,0,2013,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - cuore,0,2013,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - cuore,0,2013,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - cuore,0,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - cuore,0,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - cuore,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - cuore,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - cuore,0,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - cuore,0,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - cuore,0,2013,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - cuore,0,2013,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - cuore,0,2013,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - cuore,0,2013,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - cuore,0,2013,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - cuore,0,2013,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - cuore,0,2013,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - cuore,0,2013,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - cuore,0,2013,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - cuore,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - cuore,0,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato,133,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato,67,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato,74,2013,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato,39,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato,42,2013,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato,86,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato,30,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato,16,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,67,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,40,2013,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato,115,2013,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,38,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,24,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,30,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,11,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,23,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,3,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,21,2013,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,18,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,11,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato,60,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,19,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - polmone doppio,1,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - polmone doppio,0,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - polmone doppio,0,2013,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - polmone doppio,0,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - polmone doppio,0,2013,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - polmone doppio,0,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - polmone doppio,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - polmone doppio,0,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - polmone doppio,0,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - polmone doppio,0,2013,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - polmone doppio,0,2013,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - polmone doppio,0,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - polmone doppio,0,2013,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - polmone doppio,0,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - polmone doppio,0,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - polmone doppio,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - polmone doppio,0,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas,0,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas,3,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas,0,2013,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas,0,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas,0,2013,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas,0,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas,0,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas,0,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas,0,2013,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas,0,2013,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas,0,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas,0,2013,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas,0,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas,0,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas,0,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,4,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,1,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,1,2013,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,4,2013,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,0,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene - fegato,1,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,4,2013,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,2,2013,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2013,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,1,2013,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2013,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,1,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,3,2013,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2013,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2013,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,1,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,1,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,3,2013,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,15,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,14,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,22,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,13,2013,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,22,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,16,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,21,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,19,2013,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,13,2013,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,4,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,6,2013,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore,26,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,5,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore,8,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,5,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2013,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,1,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,2,2013,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,0,2013,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2013,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,0,2013,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2013,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,0,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2013,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2013,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,0,2013,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,1,2013,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,1,2013,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,0,2013,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2013,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2013,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2013,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2013,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2013,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2013,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,0,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,6,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone,1,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,9,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,1,2013,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,3,2013,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,3,2013,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,3,2013,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone,0,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,11,2013,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone,1,2013,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,17,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,5,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone doppio,3,2013,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,15,2013,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,4,2013,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,21,2013,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,7,2013,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,10,2013,Siena,Toscana
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone doppio,2,2013,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,6,2013,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,9,2013,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Fegato - polmone doppio,1,2013,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Fegato - polmone doppio,0,2013,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Fegato - polmone doppio,0,2013,Milano,Lombardia
