Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio - fegato,0,2014
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio - fegato,0,2014
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio - fegato,0,2014
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio - fegato,0,2014
PA - Is.Me.T.T.,PA,Rene,Rene doppio - fegato,0,2014
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio - fegato,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio - fegato,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato,118,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato,89,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato,83,2014
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato,36,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato,59,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato,80,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato,37,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato,29,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,62,2014
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,40,2014
PI - A.O.U. PISANA,PI,Fegato,Fegato,106,2014
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,41,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,28,2014
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,31,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,13,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,16,2014
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,7,2014
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,30,2014
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato,1,2014
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,25,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,17,2014
PA - Is.Me.T.T.,PA,Fegato,Fegato,56,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,29,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,4,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,1,2014
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,3,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,1,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,1,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene - fegato,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,4,2014
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,1,2014
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,1,2014
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2014
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,3,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,3,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2014
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2014
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2014
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2014
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2014
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,1,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene doppio - fegato,0,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene doppio - fegato,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene doppio - fegato,0,2014
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene doppio - fegato,0,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene doppio - fegato,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene doppio - fegato,0,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene doppio - fegato,0,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene doppio - fegato,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene doppio - fegato,2,2014
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene doppio - fegato,0,2014
PI - A.O.U. PISANA,PI,Fegato,Rene doppio - fegato,0,2014
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene doppio - fegato,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene doppio - fegato,0,2014
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene doppio - fegato,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene doppio - fegato,0,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene doppio - fegato,0,2014
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene doppio - fegato,0,2014
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene doppio - fegato,0,2014
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene doppio - fegato,0,2014
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene doppio - fegato,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene doppio - fegato,0,2014
PA - Is.Me.T.T.,PA,Fegato,Rene doppio - fegato,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene doppio - fegato,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Cuore - fegato,0,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Cuore - fegato,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Cuore - fegato,0,2014
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Cuore - fegato,0,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Cuore - fegato,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Cuore - fegato,0,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Cuore - fegato,0,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Cuore - fegato,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Cuore - fegato,1,2014
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Cuore - fegato,0,2014
PI - A.O.U. PISANA,PI,Fegato,Cuore - fegato,0,2014
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Cuore - fegato,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Cuore - fegato,0,2014
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Cuore - fegato,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Cuore - fegato,0,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Cuore - fegato,0,2014
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Cuore - fegato,0,2014
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Cuore - fegato,0,2014
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Cuore - fegato,0,2014
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Cuore - fegato,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Cuore - fegato,0,2014
PA - Is.Me.T.T.,PA,Fegato,Cuore - fegato,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Cuore - fegato,0,2014
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,6,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,20,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,22,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,29,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,15,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,19,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,10,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,19,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,15,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,12,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,16,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,9,2014
NA - A. O. MONALDI,NA,Cuore,Cuore,14,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,3,2014
CT - AZ.OSP. V.EMANUELE FERRAROTTO S.BAMBINO,CT,Cuore,Cuore,1,2014
PA - Is.Me.T.T.,PA,Cuore,Cuore,5,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,6,2014
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - fegato,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - fegato,0,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - fegato,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - fegato,0,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - fegato,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - fegato,0,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - fegato,0,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - fegato,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - fegato,1,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - fegato,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - fegato,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - fegato,0,2014
NA - A. O. MONALDI,NA,Cuore,Cuore - fegato,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - fegato,0,2014
CT - AZ.OSP. V.EMANUELE FERRAROTTO S.BAMBINO,CT,Cuore,Cuore - fegato,0,2014
PA - Is.Me.T.T.,PA,Cuore,Cuore - fegato,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - fegato,0,2014
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,0,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,0,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,1,2014
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2014
CT - AZ.OSP. V.EMANUELE FERRAROTTO S.BAMBINO,CT,Cuore,Cuore - polmone doppio,0,2014
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2014
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,1,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,0,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2014
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,0,2014
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,1,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,1,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,0,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2014
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2014
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2014
CT - AZ.OSP. V.EMANUELE FERRAROTTO S.BAMBINO,CT,Cuore,Rene - cuore,0,2014
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,2,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,4,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone,1,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,11,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,5,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,8,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,1,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,1,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone,0,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,0,2014
PA - Is.Me.T.T.,PA,Polmone,Polmone,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,18,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,6,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone doppio,1,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,17,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,2,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,13,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,6,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,10,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Polmone doppio,0,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,7,2014
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,12,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,0,2014
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Cuore - polmone doppio,0,2014
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2014
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,0,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2014
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,0,2014
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2014
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Polmone,Cuore - polmone doppio,1,2014
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2014
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,2,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,1,2014
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas,4,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,0,2014
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Pancreas,0,2014
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Pancreas,0,2014
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,4,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Pancreas,0,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Pancreas,3,2014
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,2,2014
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,1,2014
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Rene - pancreas,6,2014
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,7,2014
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Rene - pancreas,1,2014
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Rene - pancreas,3,2014
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,4,2014
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Rene - pancreas,1,2014
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Pancreas,Rene - pancreas,4,2014
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,38,2015
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,4,2015
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,79,2015
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,37,2015
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,50,2015
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,50,2015
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,24,2015
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,44,2015
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,28,2015
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,49,2015
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,72,2015
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,34,2015
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,17,2015
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,73,2015
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,44,2015
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene,53,2015
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene,63,2015
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene,24,2015
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene,33,2015
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene,35,2015
PI - A.O.U. PISANA,PI,Rene,Rene,19,2015
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene,43,2015
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene,8,2015
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene,39,2015
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene,29,2015
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene,49,2015
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene,9,2015
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene,28,2015
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene,1,2015
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene,33,2015
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene,27,2015
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene,37,2015
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene,38,2015
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene,60,2015
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene,11,2015
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene,13,2015
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene,35,2015
PA - Is.Me.T.T.,PA,Rene,Rene,20,2015
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene,40,2015
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene,31,2015
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio,1,2015
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio,0,2015
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio,3,2015
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene doppio,9,2015
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene doppio,1,2015
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene doppio,10,2015
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene doppio,7,2015
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene doppio,2,2015
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene doppio,0,2015
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene doppio,1,2015
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene doppio,19,2015
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene doppio,4,2015
VI - OSPEDALE DI VICENZA,VI,Rene,Rene doppio,4,2015
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene doppio,12,2015
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene doppio,0,2015
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene doppio,3,2015
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene doppio,9,2015
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene doppio,1,2015
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene doppio,0,2015
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene doppio,0,2015
PI - A.O.U. PISANA,PI,Rene,Rene doppio,2,2015
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene doppio,6,2015
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene doppio,0,2015
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene doppio,0,2015
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene doppio,2,2015
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene doppio,3,2015
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene doppio,0,2015
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene doppio,0,2015
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene doppio,0,2015
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene doppio,2,2015
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene doppio,0,2015
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene doppio,2,2015
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene doppio,0,2015
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio,0,2015
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio,0,2015
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio,0,2015
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio,1,2015
PA - Is.Me.T.T.,PA,Rene,Rene doppio,0,2015
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio,0,2015
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio,1,2015
